variable_name,column_number_ttgintt4,source_type,teacher_questionnaire_question,item,section,description,response_scale_or_values,available_idpop,available_files,recommended_cleaning_note
TT4G70E,384,teacher questionnaire item,Q70,E,Use of technology and artificial intelligence,Teacher views on digital/AI opportunities or risks. Item E.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G71A,385,teacher questionnaire item,Q71,A,Use of technology and artificial intelligence,Teacher preparation/support related to digital/AI use. Item A.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G71B,386,teacher questionnaire item,Q71,B,Use of technology and artificial intelligence,Teacher preparation/support related to digital/AI use. Item B.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G71C,387,teacher questionnaire item,Q71,C,Use of technology and artificial intelligence,Teacher preparation/support related to digital/AI use. Item C.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G71D,388,teacher questionnaire item,Q71,D,Use of technology and artificial intelligence,Teacher preparation/support related to digital/AI use. Item D.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G71E,389,teacher questionnaire item,Q71,E,Use of technology and artificial intelligence,Teacher preparation/support related to digital/AI use. Item E.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G72A,390,teacher questionnaire item,Q72,A,Use of technology and artificial intelligence,Teacher perceptions of digital/AI use in teaching and learning. Item A.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G72B,391,teacher questionnaire item,Q72,B,Use of technology and artificial intelligence,Teacher perceptions of digital/AI use in teaching and learning. Item B.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G72C,392,teacher questionnaire item,Q72,C,Use of technology and artificial intelligence,Teacher perceptions of digital/AI use in teaching and learning. Item C.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G72D,393,teacher questionnaire item,Q72,D,Use of technology and artificial intelligence,Teacher perceptions of digital/AI use in teaching and learning. Item D.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G72E,394,teacher questionnaire item,Q72,E,Use of technology and artificial intelligence,Teacher perceptions of digital/AI use in teaching and learning. Item E.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G72F,395,teacher questionnaire item,Q72,F,Use of technology and artificial intelligence,Teacher perceptions of digital/AI use in teaching and learning. Item F.,Target-class/digital/AI item; scale varies by question. See teacher questionnaire/codebook.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G73A,396,teacher questionnaire item,Q73,A,"Occupational perceptions, stress, and job satisfaction",Motivations for becoming a teacher. Item A.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G73B,397,teacher questionnaire item,Q73,B,"Occupational perceptions, stress, and job satisfaction",Motivations for becoming a teacher. Item B.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G73C,398,teacher questionnaire item,Q73,C,"Occupational perceptions, stress, and job satisfaction",Motivations for becoming a teacher. Item C.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G73D,399,teacher questionnaire item,Q73,D,"Occupational perceptions, stress, and job satisfaction",Motivations for becoming a teacher. Item D.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G73E,400,teacher questionnaire item,Q73,E,"Occupational perceptions, stress, and job satisfaction",Motivations for becoming a teacher. Item E.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G73F,401,teacher questionnaire item,Q73,F,"Occupational perceptions, stress, and job satisfaction",Motivations for becoming a teacher. Item F.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G73G,402,teacher questionnaire item,Q73,G,"Occupational perceptions, stress, and job satisfaction",Motivations for becoming a teacher. Item G.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G73H,403,teacher questionnaire item,Q73,H,"Occupational perceptions, stress, and job satisfaction",Motivations for becoming a teacher. Item H.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G73I,404,teacher questionnaire item,Q73,I,"Occupational perceptions, stress, and job satisfaction",Motivations for becoming a teacher. Item I.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G74,405,teacher questionnaire item,Q74,,"Occupational perceptions, stress, and job satisfaction",Number of more years the teacher wants to continue working as a teacher.,Numeric count/hours/years; inspect valid ranges before analysis.,"1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G75A,406,teacher questionnaire item,Q75,A,"Occupational perceptions, stress, and job satisfaction",Likelihood that listed factors will cause the teacher to leave teaching in the next five years. Item A.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G75B,407,teacher questionnaire item,Q75,B,"Occupational perceptions, stress, and job satisfaction",Likelihood that listed factors will cause the teacher to leave teaching in the next five years. Item B.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G75C,408,teacher questionnaire item,Q75,C,"Occupational perceptions, stress, and job satisfaction",Likelihood that listed factors will cause the teacher to leave teaching in the next five years. Item C.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G75D,409,teacher questionnaire item,Q75,D,"Occupational perceptions, stress, and job satisfaction",Likelihood that listed factors will cause the teacher to leave teaching in the next five years. Item D.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
TT4G75E,410,teacher questionnaire item,Q75,E,"Occupational perceptions, stress, and job satisfaction",Likelihood that listed factors will cause the teacher to leave teaching in the next five years. Item E.,"Likert agreement/likelihood scale, generally 1-4; confirm direction before scoring.","1,2,3","atgintt4, btgintt4, ctgintt4, ttgintt4",Recode TALIS special missing/skip/not-administered codes only after checking official value labels.
